activity_period,operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,cargo_type,cargo_aircraft_type,cargo_weight_lbs,cargo_metric_tons,year,month
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,223219,101.2521384,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,986,0.4472496,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,7259,3.2926824,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,9564,4.3382304000000005,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,24816,11.2565376,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1066544,483.7843584,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,430546,195.2956656,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,2870,1.301832,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1103518,500.5557648,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,512252,232.3575072,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,5829,2.6440344,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,4315,1.957284,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,4474,2.0294064,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,47990,21.768264,2005,September
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,503050,228.18348,2005,September
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Express,Passenger,2618,1.1875248,2005,September
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Mail,Passenger,10137,4.5981432,2005,September
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,556263,252.32089680000004,2005,September
200510,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,774356,351.2478816,2005,October
200510,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,729867,331.0676712,2005,October
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Cargo,Passenger,72158,32.7308688,2005,October
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Mail,Passenger,45555,20.663748,2005,October
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Cargo,Passenger,80402,36.4703472,2005,October
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Mail,Passenger,236990,107.498664,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,45432,20.6079552,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,12175,5.5225800000000005,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,23971,10.8732456,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,65652,29.7797472,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,23172,10.5108192,2005,October
200510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,98607,44.7281352,2005,October
200510,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,873783,396.3479688,2005,October
200510,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,426266,193.3542576,2005,October
200510,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,594332,269.5889952,2005,October
200510,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,14868,6.744124799999999,2005,October
200510,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,445113,201.9032568,2005,October
200510,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,120417,54.6211512,2005,October
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,258963,117.4656168,2005,October
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,11468,5.2018848,2005,October
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,214612,97.3480032,2005,October
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,3791,1.7195976000000002,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,221149,100.3131864,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,5830,2.644488,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,172650,78.31404,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,3345,1.517292,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,28502,12.9285072,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,19951,9.049773599999998,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,43755,19.847268,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Express,Passenger,1,0.0004536,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,40181,18.2261016,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,39967,18.1290312,2005,October
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,3822,1.7336592,2005,October
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,914833,414.9682488,2005,October
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,113937,51.6818232,2005,October
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,345906,156.9029616,2005,October
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,234881,106.5420216,2005,October
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,2189301,993.0669336,2005,October
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,496223,225.0867528,2005,October
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,2490604,1129.737974,2005,October
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,1001356,454.21508160000013,2005,October
200510,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,32551,14.7651336,2005,October
200510,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,31117,14.1146712,2005,October
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,567021,257.2007256,2005,October
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,485268,220.1175648,2005,October
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,648086,293.9718096000001,2005,October
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,554644,251.5865184,2005,October
200510,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,1760932,798.7587552,2005,October
200510,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Enplaned,Cargo,Freighter,1692935,767.915316,2005,October
200510,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Deplaned,Cargo,Freighter,838687,380.4284232,2005,October
200510,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Enplaned,Cargo,Freighter,922938,418.6446768,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,1441597,653.9083992000002,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,277414,125.8349904,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,168204,76.29733440000003,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,679362,308.1586032,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,74058,33.5927088,2005,October
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,4769,2.1632184,2005,October
200510,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,2517770,1142.060472,2005,October
200510,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,72434,32.8560624,2005,October
200510,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1871567,848.9427912000001,2005,October
200510,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,43556,19.7570016,2005,October
200510,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,444137,201.4605432,2005,October
200510,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Mail,Freighter,9491,4.3051176,2005,October
200510,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,602497,273.2926392,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,838554,380.3680944,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Express,Passenger,389322,176.5964592,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,241385,109.492236,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,138703,62.9156808,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Express,Passenger,1656419,751.3516584,2005,October
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,216217,98.0760312,2005,October
200510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,1314094,596.0730384,2005,October
200510,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,9924080,4501.562688,2005,October
200510,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,7746863,3513.977057,2005,October
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,81039,36.7592904,2005,October
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,11509,5.2204824,2005,October
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,75557,34.2726552,2005,October
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,1312,0.5951232,2005,October
200510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,111704,50.6689344,2005,October
200510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,360163,163.3699368,2005,October
200510,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,19185,8.702316,2005,October
200510,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,8400,3.81024,2005,October
200510,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Deplaned,Cargo,Passenger,26969,12.2331384,2005,October
200510,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Enplaned,Cargo,Passenger,24800,11.24928,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,1593040,722.6029440000002,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,567047,257.2125192,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,184974,83.9042064,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,65842,29.8659312,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,1362111,617.8535496000002,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,484847,219.9265992,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,191559,86.89116240000001,2005,October
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,68186,30.9291696,2005,October
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,601246,272.72518560000003,2005,October
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,211006,95.7123216,2005,October
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,613749,278.3965464,2005,October
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,123921,56.2105656,2005,October
200510,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,1600189,725.8457304,2005,October
200510,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,1512823,686.2165127999998,2005,October
200510,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,664548,301.4389728,2005,October
200510,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,594112,269.4892032,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1994798,904.8403728,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,455250,206.5014,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,58029,26.3219544,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,13243,6.0070248,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,48836,22.152009600000003,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,11145,5.055372,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1752818,795.0782448,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,400026,181.4517936,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,6314,2.8640304,2005,October
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,1441,0.6536376,2005,October
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,872552,395.7895872,2005,October
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,19371,8.7866856,2005,October
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,989290,448.7419440000001,2005,October
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,10131,4.595421599999999,2005,October
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,19161,8.691429600000001,2005,October
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,2146,0.9734256,2005,October
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,27490,12.469464,2005,October
200510,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,2342072,1062.363859,2005,October
200510,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,65247,29.5960392,2005,October
200510,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1489336,675.5628096,2005,October
200510,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,289824,131.4641664,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Passenger,90100,40.86936,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,195,0.088452,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Passenger,270087,122.5114632,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Cargo,Passenger,868818,394.0958448,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,109900,49.85064000000001,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Cargo,Passenger,242532,110.0125152,2005,October
200510,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,45796,20.7730656,2005,October
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,777225,352.54926,2005,October
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,11009,4.9936824,2005,October
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,41507,18.8275752,2005,October
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,37767,17.1311112,2005,October
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,1292918,586.4676048,2005,October
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,39089,17.7307704,2005,October
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,299116,135.6790176,2005,October
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,3979,1.8048744,2005,October
200510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,510,0.231336,2005,October
200510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,822,0.3728592,2005,October
200510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,3567,1.6179912,2005,October
200510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,9497,4.3078392,2005,October
200510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,15464,7.0144704,2005,October
200510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,28995,13.152132,2005,October
200510,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,8393,3.8070648,2005,October
200510,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,2014,0.9135504,2005,October
200510,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Deplaned,Cargo,Freighter,542945,246.279852,2005,October
200510,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Enplaned,Cargo,Freighter,581759,263.8858824,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,172753,78.3607608,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Deplaned,Express,Passenger,4351,1.9736136,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,153024,69.41168640000001,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,333742,151.38537119999995,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Enplaned,Express,Passenger,8199,3.7190664,2005,October
200510,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,147231,66.7839816,2005,October
200510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,214945,97.499052,2005,October
200510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,191269,86.75961840000002,2005,October
200510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,321292,145.7380512,2005,October
200510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,526999,239.0467464,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,211541,95.95499759999998,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,2108005,956.191068,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1331921,604.1593656,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,237783,107.8583688,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,3628529,1645.900754,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,3209763,1455.948497,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,5971723,2708.773553,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,530766,240.7554576,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,1433400,650.19024,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,819274,371.6226864,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,29297,13.289119199999998,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,747072,338.8718592,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,16631,7.5438216,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,50838,23.0601168,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,178409,80.9263224,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,1773,0.8042328000000001,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,6855,3.109428,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,13213,5.9934167999999985,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,30821,13.980405599999996,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1149659,521.4853224,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,470379,213.3639144,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1353235,613.827396,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,599598,271.9776528,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,13160,5.9693760000000005,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,3426,1.5540336,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Cargo,Passenger,1,0.0004536,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,4960,2.2498560000000003,2005,October
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,37290,16.914744,2005,October
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,544841,247.1398776,2005,October
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Express,Passenger,2618,1.1875248,2005,October
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Mail,Passenger,10137,4.5981432,2005,October
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,540351,245.1032136,2005,October
200511,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,774356,351.2478816,2005,November
200511,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,729867,331.0676712,2005,November
200511,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Cargo,Passenger,55347,25.1053992,2005,November
200511,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Mail,Passenger,44770,20.307672,2005,November
